sk_regiao,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude
MPV48>^P!2JNHQC#+275_0,LOCALIDADE RODOVIA RAPOSO TAVARES,SN,18240000,ZONA RURAL,ANGATUBA,SP,"-23,4883079","-48,4140405"
"PRCG_*Z$`CJ4`$Q3TWSYE""",SEGUNDO TRAVESSAO,5,49220000,ZONA RURAL,ARAUA,SE,"-11,2618286","-37,6204001"
"K7OS7Y.X""#@&G:PL4&]_=)",RUA APARECIDA HELENA FERRACINI DA COSTA,4011,14403245,ESPLANADA PRIMO MENEGHETI,FRANCA,SP,"-20,5393288","-47,4013437"
"E%]U7]1:,R1Z/3/8S8Q+70",RUA ILHEUS,25,41940570,RIO VERMELHO,SALVADOR,BA,"-13,0108117","-38,4904505"
"A'Y&2UF-&AXID=;N$K'?S.",RUA PEDRO AMERICO,1,58900000,CENTRO,CAJAZEIRAS,PB,"-6,8895722","-38,5602387"
O&61S\402S474=`EA.GG9),RUA PRESIDENTE LINCOLN,498,74353280,JARDIM PRESIDENTE,GOIANIA,GO,"-16,6110993","-49,2434529"
"K%\!2(`T,K^SR>Z0>(RG[)",RUA MARCOLINO SILVA,142,36771528,TAQUARA PRETA,CATAGUASES,MG,"-21,3876834","-42,6987635"
"G270WY\3Y$ZM&O?>^'!N]%",AVENIDA IGUACU,868,85685970,CENTRO,NOVA PRATA DO IGUACU,PR,"-25,6321306","-53,345758"
"P*5V<J)1*F)NBN`__,&)H0",AVENIDA INDEPENDENCIA,343,90035070,INDEPENDENCIA,PORTO ALEGRE,RS,"-30,029586","-51,2181562"
"M:+*U1K)W<9820,C+]IM7#",RUA PRESIDENTE BERNARDES,164,85802140,VILA TOLENTINO,CASCAVEL,PR,"-24,9737589","-53,4667314"
CLQY<9SJD@7A%1R74FAH</,RUA DOUTOR JOAO SANTOS FILHO,255,52060904,PARNAMIRIM,RECIFE,PE,"-8,0366261","-34,9125335"
P#++5FI9`V=X?_8QI]S$\-,RUA TOMAZ GONZAGA,906,99220970,CENTRO,DOIS LAJEADOS,RS,"-28,978897","-51,8362903"
"H:,DJ&AZO'XJ7/:JKP0R""(",RUA JOSE BORDIM,84,83020140,PEDRO MORO,SAO JOSE DOS PINHAIS,PR,"-25,5513178","-49,1955214"
I&+B6Y)+4I]5\8<L9;P:9+,AVENIDA OTTO RIBEIRO,3113,19800300,V SAN FERNANDO,ASSIS,SP,"-22,6529845","-50,4011647"
"I2,;MMU'^%G[M_F,%AB8@!",RUA VICENTE DE PAULO PEREIRA,170,13212423,FAZENDA GRANDE,JUNDIAI,SP,"-23,1687539","-46,9668661"
"D8F,9XR]:VH/IZ""Q,CM)L+",RUA JK,161,68537000,CENTRO,CANAA DOS CARAJAS,PA,"-6,4973713","-49,8784355"
"E.\'+4@6ZB-@F1WBT2U-#)",RUA CORONEL LINHARES,1421,60170241,DIONISIO TORRES,FORTALEZA,CE,"-3,7393318","-38,494949"
K&/>XWROVM$UKGS4T[D(N(,AVENIDA JOSE DO PATROCINIO MILHOMEM,5,65943000,VILA VIANA,FORMOSA DA SERRA NEGRA,MA,"-6,440568","-46,1919918"
A2%:E_$PO$)6]O(75XRTM&,RUA PRINCIPAL,SN,65395000,P A N SRA APARECIDA Z RURAL,BOM JESUS DAS SELVAS,MA,"-4,4217849","-46,7644681"
GWOW9NWE[I]V+NVN8\8+9+,SQ BLOCO I,0,70353500,ASA SUL,BRASILIA,DF,"-15,8132458","-47,9095565"
F%$L0AR`%4X<Y;TT3#$EQ!,RUA CONDE DE ARARUAMA,394,27910640,CENTRO,MACAE,RJ,"-22,3727981","-41,7813352"
"N`#B2]W1/%]_1"";58(@$`,",RUA GUSTAVO KABITSCHKE,1132,83405000,VILA ALTO DA CRUZ,COLOMBO,PR,"-25,3708499","-49,1942317"
BC)/.`_T4R!3<&&^T9:87$,AVENIDA SAO RAFAEL CONJ RECANTO DAS ILHAS,376A,41250010,SAO MARCOS,SALVADOR,BA,"-12,9730401","-38,502304"
"DTA)JB!:""NZ""@%T22%J%..",RUA PRESIDENTE NEREU RAMOS,46,89665000,CENTRO,CAPINZAL,SC,"-27,3416697","-51,611043"
"IUQ;VJ6<IV-TT*QA""787\!",RUA CAMPOS SALES,164,58407450,JOSE PINHEIRO,CAMPINA GRANDE,PB,"-7,2217288","-35,8736325"
"FM:Y]E1HFM%QR*(5`$>""^!",AVENIDA ITAPARK,4043,09350000,JARDIM ITAPARK VELHO,MAUA,SP,"-23,6745493","-46,4398915"
"I?G>?""5:T$/A7--.5`CT-,",RUA CUSTODIO NUNES,30,63520000,CENTRO,OROS,CE,"-6,2448683","-38,914263"
"J7N9`![LUJ-Q3WD1U-Y""9/",RUA TRES CORACOES,1230,37550000,SAO JOAO,POUSO ALEGRE,MG,"-22,2396366","-45,9626867"
EOLN&KZ$^SA:7?H)O<AGI#,AVENIDA FILINTO MULLER,111B,78110300,CENTRO,VARZEA GRANDE,MT,"-15,6521503","-56,1223801"
"PV469L'N>7A:__'7@)FRF-",PRACA PAROBE,SN,91430190,CENTRO,PORTO ALEGRE,RS,"-30,0273539","-51,2273182"
"J]C7H9J-Y'`.#VEEE'IU""*",RUA DANTE TESSER,316,85520000,CENTRO,VITORINO,PR,"-26,2594267","-52,8038764"
"JQL#EJ!GRCR9C8.$#&AXE,",AVENIDA CENTENARIO,2883,40155150,CHAME,SALVADOR,BA,"-13,0059507","-38,5227341"
O@^RGHM.T^2?7Y+JJMA;B&,RUA GERALDO CARNEIRO,1,75780000,SETOR CENTRAL,IPAMERI,GO,"-17,7199429","-48,1597934"
"MK8Q[VN1?.>XBAK""9RF-F.",RUA SALOMAO JACOB,5,38190000,PERPETUO SOCORRO,SACRAMENTO,MG,"-19,8816186","-47,4522552"
B(9WTG(4G[J&CCV9&02H/#,AVENIDA IJUI,165,98600000,CENTRO,TRES PASSOS,RS,"-27,4594899","-53,9247048"
"O=LNUNS\:!^,O)*#-2L(K'",RUA CAROLINA FLORENCE,590,13075250,VILA NOVA,CAMPINAS,SP,"-22,8844183","-47,0628828"
F0DB&GS/L=HS]9G\.HR&:%,RUA CIPRIANO BARATA,2476,04205002,VILA MONUMENTO,SAO PAULO,SP,"-23,5916438","-46,6049862"
"JV6BG73>[;8`-]X5W1#D'""",TRAVESSA C,1,68926020,VILA MAIA,SANTANA,AP,"-0,0533847","-51,1600223"
"C0)[_%90_71^""B=A=DHLF)",PRACA BARAKAT ISSA BARAKAT,32,31170830,CIDADE NOVA,BELO HORIZONTE,MG,"-19,890092","-43,927011"
B(IX>%ZUBVMR0DRG@(I;\),QUADRA 12 36,0,73751120,SETOR NORTE,PLANALTINA,GO,"-15,4544168","-47,6177865"
N5P]1ATV_UW<45\K2Y:3<&,RUA DO LAVAPES,390,01519000,CAMBUCI,SAO PAULO,SP,"-23,5617236","-46,6288744"
"BY*9-HG;\W.-_$LU2N=`>""",RUA SAO LUIZ,125,89870000,SAO JOSE,PINHALZINHO,SC,"-26,8571388","-52,9844826"
MGGQ[@H.AM2R?ZIU/F35.$,RUA GABRIEL FERREIRA,1870,64002971,MACAUBA,TERESINA,PI,"-5,1058661","-42,8035578"
"D@+&ZWKN=97E+W""4E8_1E/",SITIO SANTO ANTONIO,SN,14784324,ZONA RURAL,BARRETOS,SP,"-20,5509121","-48,5772772"
"M!2L?,W<*2@7$&[&_J$6?,",RUA ANTONIO BAWDEN,825,39200000,GOMES CARNEIRO,CORINTO,MG,"-18,3591857","-44,6254642"
CCRD=8^LMH(T.[G3KX`DJ&,RUA TUIUTI,2446,03307005,TATUAPE,SAO PAULO,SP,"-23,5470875","-46,5741576"
"J%TJ!(?U/R\#S4B1GDQ""',",RUA NOVA DO ROSARIO,13,42809110,GLEBA B,CAMACARI,BA,"-12,6944171","-38,3241975"
"KB(9//&,6""J?632]PD:-K(",ESTRADA RIBEIRAO,SN,76970000,ESPIGAO D OESTE,PIMENTA BUENO,RO,"-11,6723638","-61,1984811"
"GZA/M:N%AMN7`_DGZ^>"".-",AVENIDA ROLANDO LUPO,887,14802460,JARDIM PRIMAVERA,ARARAQUARA,SP,"-21,7658872","-48,1778595"
"MQE8D""M[CJ=%-G8$HBU49+",RUA DO COMERCIO S,0,76525000,VILA SERTANEJA,UIRAPURU,GO,"-14,2845348","-49,9175896"
"D]F*C?%VJ?6NIPSOC,]F,.",RUA ANTONIO GIROL,165,15807000,PARQUE GLORIA I,CATANDUVA,SP,"-21,125944","-48,9591718"
O2X+#E0T_:DJH4[8^-7#U/,AVENIDA ALDO LIVORATI,370,15600000,COHAB CRIS I,FERNANDOPOLIS,SP,"-20,2990909","-50,2443755"
"F]`HBZT3S;BD5('.%F.EG&",RUA BARBOSA DA SILVA,29,20960080,RIACHUELO,RIO DE JANEIRO,RJ,"-22,9002115","-43,2540241"
"MO6`I'L)>''5L9SR:U0XR*",RUA LEONARDO DA VINCI,264,09111170,JARDIM STETEL,SANTO ANDRE,SP,"-23,6678929","-46,4997666"
"I-T]-=OF$Q*/Z(;E)CP,G/",RUA MIGUEL CALMON,398,40015010,COMERCIO,SALVADOR,BA,"-12,9702897","-38,511328"
"A""K84>4A3PRAH?+33G4Q@+",RUA JOSE MARIA JACINTHO REBELO,5610,14409267,JARDIM REDENTOR,FRANCA,SP,"-20,4981795","-47,4046583"
FKP7:S\<NEC=+Z!_+TK/(#,RUA CASTRO ALVES,574,87113080,JARDIM PANORAMA,SARANDI,PR,"-23,4303383","-51,8799613"
"K""OAX=9>B60/(X*?\?_-$'",RUA DOS COSTA PEREIRA,8,78200000,COHAB NOVA,CACERES,MT,0,0
"BI""MW9DD^ZW<<;@QHDM,-.",RUA ARI ROLIM COSTA,150,81310415,FAZENDINHA,CURITIBA,PR,"-25,4809837","-49,3277251"
"BF.*,M^273/_7*AN0<_KA&",AVENIDA ALBERTO CRAVEIRO,786,60000000,DIAS MACEDO,FORTALEZA,CE,"-3,7850567","-38,5173386"
"HI'K.-1*C4*9B$0]T*WH1*",RUA DOUTOR ALMEIDA NOBRE,220,02543150,VILA CELESTE,SAO PAULO,SP,"-23,4843255","-46,662517"
"GY&^3VXS]+8WH=""8.U""FS/",AVENIDA ALCINDO CACELA,1392,66040020,NAZARE,BELEM,PA,"-1,4490554","-48,47783"
M*-<5H+U:<GQ.4NI^7:FW$,CONJUNTO CIDADE NOVA VI,SN,67140090,COQUEIRO,ANANINDEUA,PA,"-1,3463299","-48,3965406"
"P(ZI`&X#<*U0E67W'%!7Q""",RUA PONCALINO CARDOSO DA SILVA,216,94410180,CENTRO,VIAMAO,RS,"-30,0849935","-51,0219205"
"J*QA+8M6U1XN0FX$7W0""?*",AVENIDA ATILIO MENIN,640,12929000,JARDIM AGUAS CLARAS,BRAGANCA PAULISTA,SP,"-22,9302171","-46,5313976"
"H:[A*Y_+J/OW6FR#;;""M(+",AVENIDA JORGE ZARUR,221,12242000,VILA EMA,SAO JOSE DOS CAMPOS,SP,"-23,2094408","-45,9030223"
P_NU?C2#0;^<HNN.`=MGG/,RUA FELIPE SCHMIDT,649,88010000,CENTRO,FLORIANOPOLIS,SC,"-27,5944251","-48,5558725"
"CH/%%,@I\HK_=.398G<\:,",AVENIDA DAS AMERICAS,4666,22640102,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,"-22,9994986","-43,3591426"
"A`""%+N)O5]!'EZ#""Y>X92'",AVENIDA AMAZONAS,411,39550000,CENTRO,TAIOBEIRAS,MG,"-15,8118322","-42,2264051"
"C)!+N/BG&WYE*J""V+M;Q..",QUADRA 8,0,71300000,VILA ESTRUTURAL,BRASILIA,DF,"-15,8114157","-47,8679521"
"F+(E,&F>7X-*W(<BL#DU.)",RUA JOSE ESTEVAO,SN,55900000,CENTRO,GOIANA,PE,"-7,5630149","-35,0131428"
"I_A8O4H""IH%OE%E(MPEOZ,",AVENIDA DUQUE DE CAXIAS,SN,79101901,BAIRRO SERRADINHO,CAMPO GRANDE,MS,"-20,4560579","-54,6696619"
"F#$P]!S6$5]HK@'T3NW'4)",RUA RIACHUELO,275,08210040,CENTRO,SAO PAULO,SP,"-23,5502239","-46,6378521"
JD46@YAVJ[ID.HX(6BW\_!,RUA SAO DO RESGATE CONJ JARDIM CABULA,1,41150100,CABULA,SALVADOR,BA,"-12,9730401","-38,502304"
D.-O?%>`48]4\O<H<B\XF&,AVENIDA JOSE ANATOLIO BARBOSA,1902,35162450,LIMOEIRO,IPATINGA,MG,"-19,4493492","-42,5902947"
"M'T@K*""2C:/O(97VK2R,E%",RUA SEVERIANO FRANCISCO SOMBRIO,275,88750000,CENTRO,BRACO DO NORTE,SC,"-28,2691756","-49,1627596"
"B9NKY$!,\/8AH:$A<QLJ8,",RUA NATAL,377,14540000,JARDIM SANTO ANTONIO,IGARAPAVA,SP,"-20,0373143","-47,7475381"
"HV_""XEO445S>""]8G6/C6T,",AVENIDA JUIZ DE FORA,88,36047315,PARQUE GUARANI,JUIZ DE FORA,MG,"-21,7167802","-43,3513964"
"JB-QDDB04""^N#)*-U/P>K/",RUA ABILIO CRUZ,80,63250000,FREI DAMIAO,MILAGRES,CE,"-7,312097","-38,9433425"
"G$RI7]2=S#>$EI?!""$#M].",TRAVESSA WE,27,67133100,CIDADE NOVA,ANANINDEUA,PA,"-1,3614171","-48,4055018"
"B7:*@HZK_.<6;R]=),Q4&*",RUA CRISEIDA,27,05834040,JARDIM CRIS,SAO PAULO,SP,"-23,6721665","-46,7533801"
"F+B$NN$8'93==/O.SV8=E$",AVENIDA APOLONIO SALES,112,48601195,CENTRO,PAULO AFONSO,BA,"-9,3978831","-38,2204651"
"H(/29(D]]*H3@Q(""_KR(A$",RUA PEDRALIA,551,04130080,VILA GUMERCINDO,SAO PAULO,SP,"-23,6074477","-46,6189169"
"L\SJ:S(4)DK,+[KMHLRAU#",AVENIDA CACHOEIRA PAULISTA,639,12630000,JARDIM TRABALHISTA,CACHOEIRA PAULISTA,SP,"-22,6719025","-45,0253514"
"N^4:19"""";RPY1>R%W"";+'/",RUA ANA REIMBERG HEMMEL,73,04844390,JARDIM SAO BERNARDO,SAO PAULO,SP,"-23,7538157","-46,7001568"
"B]'W$)=(/97,<LM<=>L$E/",RUA PASCHOAL RANIERI MAZZILI,189,06246000,MUNHOZ JUNIOR,OSASCO,SP,"-23,5328814","-46,7920029"
"J+VCUE)?<[8-B[=.L/,ZO,",SITIO SAO JOAQUIM,SN,16800000,SANTA LINA,MIRANDOPOLIS,SP,"-23,743515","-46,574317"
GJ@(N$KG2+RN4)N;F2QH3&,RUA SAO PEDRO,342,63010010,CENTRO,JUAZEIRO DO NORTE,CE,"-7,202345","-39,317484"
MHCP!N=3V)AFU]82K6#)Q+,AVENIDA SAO JOAO BATISTA,93,36520000,CENTRO,VISCONDE DO RIO BRANCO,MG,"-21,0191141","-42,8405885"
"E@%\UV9\3`?#UK#<!`0L$,",RUA JOSE SANTINO DA SILVA,21,07135220,JARDIM ADRIANA,GUARULHOS,SP,"-23,4205037","-46,5199602"
"I01W6J2XHM4,_L+AHU`?N$",RUA CORBELIA,34,04729100,JARDIM CARAVELAS,SAO PAULO,SP,"-23,6339329","-46,7126807"
"C?'RB.LLF-8H[C?4K%-.&'",PRACA DA REPUBLICA,177,01045001,REPUBLICA,SAO PAULO,SP,"-23,5441547","-46,6446092"
L+C=.L(*6$W-NJVT5D:S-.,RUA RAGUNA CABRAL,350,01550010,CAMBUCI,SAO PAULO,SP,"-23,5738598","-46,6162396"
"JZP)Q8EG>J'AA]&T3<3>Y%",AVENIDA CAMILO DI LELLIS,633,83323000,CENTRO,PINHAIS,PR,"-25,440784","-49,1872101"
"J,O)(?00/'WXJMD,XK!YR&",RUA BENTO GONCALVES,565,95950000,CENTRO,NOVA BRESCIA,RS,"-29,2147269","-52,0214902"
"O`RZ)8^?I2,:0:YH5`::?%",AVENIDA OLEGARIO MACIEL,742,30180110,CENTRO,BELO HORIZONTE,MG,"-19,9205817","-43,945275"
"C`*Y1H===1,#VJ&XXVD9?%",RUA SENADOR DANTAS,104,38412092,TUBALINA,UBERLANDIA,MG,"-18,9381667","-48,3056849"
"LV_)^K""^U-MWE!0I/%H96)",RUA PADRE THIAGO EUSSEN,SN,36750000,PARQUE DAS PALMEIRAS,PALMA,MG,"-21,3752687","-42,3126878"
"L_JO,9XZI-31/\',1]0=V.",RUA CINCO DE NOVEMBRO,43,45825000,CENTRO,EUNAPOLIS,BA,"-16,3738255","-39,586847"
NH-;.7YQZ#4[D>#/:?:B=$,RUA PROFESSOR PAULO D ASSUMPCAO,348,81540260,JARDIM DAS AMERICAS,CURITIBA,PR,"-25,4674051","-49,2228804"
"H;&9\YA,S7C4P@ZT7,FP&(",RUA ROQUE DE CTEIXEIRA,850,15035430,DIST INDUSTRIAL,SAO JOSE DO RIO PRETO,SP,"-20,8144775","-49,4316909"
"A5%_""QV=,V2GI'MF:=N:,.",RUA RODRIGUES ALVES,624,14050390,VILA TIBERIO,RIBEIRAO PRETO,SP,"-21,1709533","-47,8181579"
"JJ,6$DM00<-8WEQ&827N7""",RUA JOSE MARIA DE LIMA,245A,57025570,POCO,MACEIO,AL,"-9,6661364","-35,7464645"
E`3K!!PSE1C?!8KSUZ21/*,RUA PAULA BATISTA,767,52070070,CASA AMARELA,RECIFE,PE,"-8,0290803","-34,9171071"
"A=H;O)X'#N]'+FER[&00^/",ESTRADA LINHA MARFISA,133,95700000,DISTRITO DE TUIUTY,BENTO GONCALVES,RS,"-29,1667089","-51,5169861"
"N^(E]""+*VM@L>Y\[>R=.N+",AVENIDA CORONEL JOSE OSORIO,646,85555000,CENTRO,PALMAS,PR,"-26,4853384","-51,9884729"
"H4S`&5'""M:T0I*J+(FK#U+",RUA DOUTOR FRANCISCO PRESTE MAIA,1030,14404608,PARQUE UNIVERSITARIO,FRANCA,SP,"-20,5713243","-47,4026278"
"KS;7C;>=8OK+Y?3,T-9WP""",RUA COMANDANTE ARI PARREIRAS,2411,24430000,PARAISO,SAO GONCALO,RJ,"-22,8334206","-43,0795562"
GXQ.&&Z)#M3/$3L77&S8>-,SITIO PARAISO,SN,19030090,AEROPORTO,PRESIDENTE PRUDENTE,SP,"-22,121126","-51,393006"
"NE``H&,Y3>7SPZ8$=+/;*""",RUA JULIO DE CASTILHOS,433,96310000,CENTRO,HERVAL,RS,"-32,028614","-53,3947725"
L7OJ1<09P%2X1V3UFRS<0!,AVENIDA DOUTOR CHUCRI ZAIDAN,902,04583110,VILA CORDEIRO,SAO PAULO,SP,"-23,6216382","-46,7000275"
"I@M9_A8K0R1^R\K)L""Z?70",RUA DOUTOR EMILIO WINTHER,657,12030000,0,TAUBATE,SP,"-23,0315314","-45,5638221"
"P'H[-^Q#XD(@^D/""8JUD%0",RUA PROFESSOR MARCOS CARDOSO FILHO,646,88037040,CORREGO GRANDE,FLORIANOPOLIS,SC,"-27,5944274","-48,5114322"
P43>#S6F!&KBJR:O[IB?@0,RODOVIA RST 287,SN,95863971,MORRO DO PEDRO ROSA,TABAI,RS,"-29,6900075","-51,7119152"
"ISZ,1'_>RR85O)O<:FH4')",RUA TITO JOAQUIM DE LEMOS,106,13026520,VILA LIDIA,CAMPINAS,SP,"-22,9134632","-47,0525321"
K(+&]IWB5#(9PX?&=VWY=#,RUA RODRIGUES LIMA,29,48010040,CENTRO,ALAGOINHAS,BA,"-12,1367809","-38,42136"
N!4W.)*PURJ8FY@OG@7*G/,AVENIDA JOAO PEDRO LAUVERS,260,29649986,SAO JOAO DE GARRAFAO,SANTA MARIA DE JETIBA,ES,"-20,025785","-40,7443164"
"E-;^['""FT1NDFEY/5\I@_'",RUA IRMA MARIA ROSA,22,04945115,PARQUE DO LAGO,SAO PAULO,SP,"-23,7174681","-46,778128"
"H)@7OCV*<,3_13.,UZKMC'",AVENIDA CIRCULAR,20,73803301,JARDIM DAS AMERICAS,FORMOSA,GO,"-15,5456194","-47,3500213"
"F7FY)A=0A$M6G]767`'\M)",RUA NILO PECANHA,3169,82120440,PILARZINHO,CURITIBA,PR,"-25,3926634","-49,2728869"
"C=M$?YV4L`S""U39_S_GW$/",AVENIDA ANTONIO SYLVIO CUNHA BUENO,404,09970160,JARDIM UNIAO,DIADEMA,SP,"-23,7144377","-46,6104426"
"IEOJBPG*#YPQ'X//^3L4=+",RUA SANTA LUZIA,606,76900637,JARDIM DOS MIGRANTES,JI PARANA,RO,"-10,878964","-61,9709481"
"MB5?J;U,B^WZ'?F52<,*R*",AVENIDA VITAL BRASIL FILHO,353,09541130,OSWALDO CRUZ,SAO CAETANO DO SUL,SP,"-23,6251563","-46,5639672"
"IF$6;QACE=$M7Q1P'UH8:.",RUA DOS ALECRINS,178,12240030,JARDIM DAS INDUSTRIAS,SAO JOSE DOS CAMPOS,SP,"-23,227116","-45,9213665"
"G>F*<D7*U@`RF'E[7&BZL*",RODOVIA GRP,10,88495000,CENTRO,GAROPABA,SC,"-28,0154108","-48,6301519"
"H3W@^J8PTI5,N&#4T""6(9!",AVENIDA OLINDA,235,58039120,TAMBAU,JOAO PESSOA,PB,"-7,1127357","-34,8249448"
"O^F&5IHE'F.R]>(77FK)X(",AVENIDA HONORATO VIANA,485,56308000,JARDIM MASSANGANO,PETROLINA,PE,"-9,3988154","-40,5050482"
HR+1N$WH?0@=&`!<Z5-H8.,RUA FELIX CORDEIRO,71,55130000,JOSE RAMOS,SAO CAITANO,PE,"-8,3302003","-36,1454793"
"PH?5QHVU1?R*<Y1LZO[N,/",RUA JOAQUIM FLORIANO,466,04534000,ITAIM BIBI,SAO PAULO,SP,"-23,5843942","-46,6750807"
H5TN1AN1F`!J]=]#AY>GD0,AVENIDA ANITA GARIBALDI,4324,82210000,SAO LOURENCO,CURITIBA,PR,"-25,3752958","-49,2626999"
"A6@BRU:)B-\G$SDUO@A8&""",RUA ANTONIO MARIA,455,12120000,CENTRO,TREMEMBE,SP,"-22,9602684","-45,5478639"
"FRJ9'AL$8E_,D'Q-O>J?($",AVENIDA FERNANDES LIMA,1239,57055000,FAROL,MACEIO,AL,"-9,6505832","-35,7337211"
J[[Z-_&_=V0FLD]LQ2@>L-,RUA SAO BENEDITO,132,37578000,BELA VISTA,BUENO BRANDAO,MG,"-22,4372554","-46,3523204"
"G5'@H47?H6#0$3G>%Y>""T(",RUA ARARAS,100,13847109,VILA SAO CARLOS,MOGI GUACU,SP,"-22,3539159","-46,9443634"
"MIDI2V8Z#0\+#*""YNNUM8+",RODOVIA MARGEM ESQUERDA BR,158,78675000,ZONA RURAL,RIBEIRAO CASCALHEIRA,MT,"-12,9371655","-51,8248805"
"IFR1F:@?!']02#4AX53Z2,",RUA VISCONDESSA CUNHA BUENO,39,12914360,JARDIM NOVA BRAGANCA,BRAGANCA PAULISTA,SP,"-22,9613001","-46,5387633"
"MQVTZ#/#.0]7(+E6C6D_H,",TRAVESSA ANTONIO BARRETO GOMES,32,28060203,PARQUE FUNDAO,CAMPOS DOS GOYTACAZES,RJ,"-21,7325651","-41,3270942"
"P[^D;%IZ!2]^.^\.:Q=&O""",RUA 24 DE AGOSTO,1056,93280000,CENTRO,ESTEIO,RS,"-29,8513747","-51,1667279"
"O)\L::MJR.Y:\""?@#PI46&",RUA ATILIO BERGO,219,13830000,VILA ESPERANCA,SANTO ANTONIO DE POSSE,SP,"-22,5995759","-46,919091"
"L;-WS;7_(#*Q6:!-08[E]'",RUA MARECHAL DEODORO,950,80060010,CENTRO,CURITIBA,PR,"-25,4290405","-49,2636146"
"K$<N6AY7BG#**>Y#EQVB:""",RUA ESTADOS UNIDOS,26,23810100,JARDIM AMERICA,ITAGUAI,RJ,"-22,8704586","-43,7668825"
"J_9?"";W&R3HE'>6I@*""XQ%",AVENIDA SUBOFICIAL SEBASTIAO,929,18800000,JARDIM SAO CARLOS,PIRAJU,SP,"-23,1934114","-49,3842072"
"I;\7`^T<0/ZY&\1>LW,WX.",FAZENDA BOA ESPERANCA,SN,44900000,PARAISO,IRECE,BA,"-11,303555","-41,8561503"
"M*B=ECQX5:9HK?#AA^W%%,",AVENIDA WALTER ANANIAS,720,57025510,POCO,MACEIO,AL,"-9,6673712","-35,7216254"
"E.V""?I@?)*K<7(93`VY41&",RUA JACINTO GODOY GOMES,315,96505700,MARINA,CACHOEIRA DO SUL,RS,"-30,0045264","-52,9142422"
GH+K*0+C@=WZ$\*1%$(&*0,RUA INTENDENTE JOSE PEDRO,403,69880000,CENTRO,EIRUNEPE,AM,"-6,6571401","-69,8667141"
"I5@.[@H^R!3:)C""-S4C-[#",RODOVIA AMARAL PEIXOTO,SN,24753560,VARZEA DAS MOCAS,SAO GONCALO,RJ,"-22,8771488","-42,9958942"
"H09B:$OG[!-#WN/O&<C/;""",RUA JOAO FERNANDES VIEIRA,584,50050200,BOA VISTA,RECIFE,PE,"-8,0519717","-34,8932517"
M%Y3)]J^/&:=W3CDYQY?0#,AVENIDA REDENCAO,496,09725680,JARDIM DO MAR,SAO BERNARDO DO CAMPO,SP,"-23,6957366","-46,5556241"
"D)*%Z(Q?)0,@'UE8&N[H8'",RUA TOBIAS BARRETO,354,50020110,SAO JOSE,RECIFE,PE,"-8,0668193","-34,8820567"
FSBZX\!AK%P)K:H/JQR*P.,RUA CABO FRIO,17,07082220,JARDIM MOREIRA,GUARULHOS,SP,"-23,43806","-46,5456997"
"G'1E)&0`_2>M<]`>P27/_+",RUA CEDRAL,1408,15115000,CONJUNTO HABITACIONAL MANOEL DE ABREU,BADY BASSITT,SP,"-20,9191987","-49,4544239"
"E^886D2WQ1('&E&]NZ%)?&",AVENIDA GETULIO VARGAS,871,44001525,CENTRO,FEIRA DE SANTANA,BA,"-12,2559999","-38,9572675"
"O[03T,V.T2.:!4]@X+J@_/",AVENIDA CASTRO ALVES,101,14610000,VINTE SEIS DE MARCO,IPUA,SP,"-20,4404331","-48,012994"
"HGVG""$57LI.3@/9!?>R%I.",AVENIDA DEPUTADO LISTER CALDAS,SN,65465000,CENTRO,CANTANHEDE,MA,"-3,6472983","-44,3783967"
"JRPF<1E<??V#?$X=3Y:A,&",RUA ESTADOS UNIDOS,129,98440000,CENTRO,CAICARA,RS,"-27,2737298","-53,4304479"
E*%#4$0XD?<*ODR/IEFIL#,RUA 23,0,74390360,SETOR MARISTA,GOIANIA,GO,"-16,690313","-49,2642926"
"B,IAL'CZ\A)&_.QM@>F6#*",TRAVESSA HENRIQUE GURGEL NETO,60,63560000,CENTRO,ACOPIARA,CE,"-6,0895114","-39,4483953"
"FJ2R,^XIW-/]5$)W*/B""V+",AVENIDA BRASIL,1420,78870000,CENTRO,PARANATINGA,MT,"-14,430512","-54,0506243"
"EO+I<""M\A9MX0+*GUS>4%#",RUA 10,100,74971090,SETOR MARISTA SUL,APARECIDA DE GOIANIA,GO,"-16,7490213","-49,2296022"
"L#<!CK<DM?'XSHNU^2YX<#",AVENIDA BEIRA RIO,SN,78028610,CENTRO,CUIABA,MT,"-15,6233588","-56,0906831"
"G2&;/1#67=\Z[!<7G`0"":,",RUA ALFERES JOSE MANUEL,404,62160000,CENTRO,COREAU,CE,"-3,5404452","-40,6646304"
"G[B7^Q4&,@KATDQ9E*/]<&",RUA JORGE LACERDA,95,85810220,CENTRO,CASCAVEL,PR,"-24,9534218","-53,4766871"
"MZU@XRA;?[#XR=2[@[""Y?$",RUA JAU,574,13454074,CIDADE NOVA II,SANTA BARBARA D OESTE,SP,"-22,7419633","-47,3837317"
"EZK3'9/?<C8QYA2,=-6V%,",RUA LUIZ EDIR QUEIROZ MARINHO,270,58036435,AEROCLUBE,JOAO PESSOA,PB,"-7,0816163","-34,8427898"
"IBLTO%NK_1]:(V+Y1KG>O""",RUA JOSE KONDLASCH,187,83880000,CAMPO DO GADO,RIO NEGRO,PR,"-26,086847","-49,7798281"
