sk_tempo,data,mes,ano
11/05/1985,11/05/1985,mai,1985
07/02/2008,07/02/2008,fev,2008
8/30/2010,8/30/2010,,
11/05/1966,11/05/1966,mai,1966
7/19/2004,7/19/2004,,
12/20/1983,12/20/1983,,
6/22/2001,6/22/2001,,
02/08/2010,02/08/2010,ago,2010
05/09/2001,05/09/2001,set,2001
09/11/1998,09/11/1998,nov,1998
11/28/1990,11/28/1990,,
9/24/2007,9/24/2007,,
5/29/1989,5/29/1989,,
1/27/2004,1/27/2004,,
8/24/2011,8/24/2011,,
8/30/1985,8/30/1985,,
6/30/2011,6/30/2011,,
9/23/2011,9/23/2011,,
05/09/2012,05/09/2012,set,2012
12/02/1970,12/02/1970,fev,1970
3/30/2010,3/30/2010,,
9/21/2010,9/21/2010,,
1/20/1994,1/20/1994,,
10/13/2010,10/13/2010,,
01/09/2012,01/09/2012,set,2012
04/07/2009,04/07/2009,jul,2009
10/01/2010,10/01/2010,jan,2010
6/15/2009,6/15/2009,,
02/09/2006,02/09/2006,set,2006
3/17/2011,3/17/2011,,
3/21/2012,3/21/2012,,
3/21/2012,3/21/2012,,
4/23/2009,4/23/2009,,
8/18/2010,8/18/2010,,
7/28/2010,7/28/2010,,
4/26/1996,4/26/1996,,
07/04/1991,07/04/1991,abr,1991
11/27/2002,11/27/2002,,
10/20/1983,10/20/1983,,
06/01/1998,06/01/1998,jan,1998
6/28/1996,6/28/1996,,
01/08/1993,01/08/1993,ago,1993
12/01/2010,12/01/2010,jan,2010
6/22/2010,6/22/2010,,
5/28/2004,5/28/2004,,
10/18/1977,10/18/1977,,
9/13/2011,9/13/2011,,
08/10/2004,08/10/2004,out,2004
11/01/2011,11/01/2011,jan,2011
9/17/1992,9/17/1992,,
11/03/2011,11/03/2011,mar,2011
6/18/2010,6/18/2010,,
08/08/2012,08/08/2012,ago,2012
8/16/2012,8/16/2012,,
09/08/2011,09/08/2011,ago,2011
10/26/2010,10/26/2010,,
5/21/2010,5/21/2010,,
6/30/2010,6/30/2010,,
02/03/1976,02/03/1976,mar,1976
7/23/2010,7/23/2010,,
7/26/2010,7/26/2010,,
04/02/2012,04/02/2012,fev,2012
8/19/2011,8/19/2011,,
4/28/2011,4/28/2011,,
1/13/2011,1/13/2011,,
1/31/2011,1/31/2011,,
10/13/2009,10/13/2009,,
9/25/2010,9/25/2010,,
6/27/2012,6/27/2012,,
08/01/2008,08/01/2008,jan,2008
7/16/1979,7/16/1979,,
06/06/1983,06/06/1983,jun,1983
9/17/2004,9/17/2004,,
12/30/1991,12/30/1991,,
5/15/1985,5/15/1985,,
07/04/2012,07/04/2012,abr,2012
5/17/2011,5/17/2011,,
07/04/2011,07/04/2011,abr,2011
07/04/2012,07/04/2012,abr,2012
2/24/1992,2/24/1992,,
11/14/2006,11/14/2006,,
03/05/2012,03/05/2012,mai,2012
6/20/2007,6/20/2007,,
10/10/2012,10/10/2012,out,2012
10/15/2012,10/15/2012,,
8/31/2012,8/31/2012,,
10/16/2012,10/16/2012,,
1/29/1970,1/29/1970,,
3/23/2011,3/23/2011,,
5/16/1969,5/16/1969,,
2/24/2006,2/24/2006,,
3/29/1989,3/29/1989,,
10/30/1986,10/30/1986,,
3/27/2008,3/27/2008,,
6/13/2011,6/13/2011,,
06/07/2011,06/07/2011,jul,2011
12/20/2004,12/20/2004,,
6/13/2011,6/13/2011,,
6/15/2005,6/15/2005,,
05/12/2011,05/12/2011,dez,2011
05/05/2008,05/05/2008,mai,2008
03/04/2008,03/04/2008,abr,2008
10/26/2006,10/26/2006,,
7/20/2005,7/20/2005,,
5/24/2004,5/24/2004,,
11/16/2011,11/16/2011,,
9/22/1999,9/22/1999,,
04/01/1987,04/01/1987,jan,1987
7/14/1998,7/14/1998,,
01/05/2005,01/05/2005,mai,2005
10/07/1997,10/07/1997,jul,1997
1/27/2003,1/27/2003,,
08/01/2011,08/01/2011,jan,2011
07/05/2011,07/05/2011,mai,2011
8/25/2011,8/25/2011,,
10/14/1997,10/14/1997,,
10/03/2011,10/03/2011,mar,2011
11/25/1998,11/25/1998,,
5/16/1996,5/16/1996,,
10/22/1999,10/22/1999,,
2/29/2012,2/29/2012,,
3/31/1995,3/31/1995,,
07/06/2011,07/06/2011,jun,2011
7/15/2011,7/15/2011,,
6/21/2011,6/21/2011,,
07/05/2012,07/05/2012,mai,2012
11/12/1990,11/12/1990,dez,1990
3/25/2010,3/25/2010,,
03/06/2006,03/06/2006,jun,2006
04/04/2011,04/04/2011,abr,2011
1/23/2001,1/23/2001,,
03/09/2012,03/09/2012,set,2012
05/08/2012,05/08/2012,ago,2012
9/29/2011,9/29/2011,,
10/30/2007,10/30/2007,,
12/11/1986,12/11/1986,nov,1986
06/01/1992,06/01/1992,jan,1992
6/23/2010,6/23/2010,,
9/19/2012,9/19/2012,,
6/17/2011,6/17/2011,,
5/17/2012,5/17/2012,,
7/30/1997,7/30/1997,,
04/03/1995,04/03/1995,mar,1995
11/30/2006,11/30/2006,,
07/12/2012,07/12/2012,dez,2012
9/25/1987,9/25/1987,,
07/11/2011,07/11/2011,nov,2011
10/21/2011,10/21/2011,,
8/28/2006,8/28/2006,,
02/02/1995,02/02/1995,fev,1995
07/01/1996,07/01/1996,jan,1996
10/05/1979,10/05/1979,mai,1979
5/24/2010,5/24/2010,,
10/21/1987,10/21/1987,,
9/22/1977,9/22/1977,,
01/12/2012,01/12/2012,dez,2012
10/17/1980,10/17/1980,,
9/20/2012,9/20/2012,,
9/30/1982,9/30/1982,,
04/05/1994,04/05/1994,mai,1994
7/22/1993,7/22/1993,,
08/09/2011,08/09/2011,set,2011
8/16/1991,8/16/1991,,
02/08/2012,02/08/2012,ago,2012
7/28/1999,7/28/1999,,
6/18/2009,6/18/2009,,
11/27/2009,11/27/2009,,
11/30/2005,11/30/2005,,
11/04/2010,11/04/2010,abr,2010
05/02/1994,05/02/1994,fev,1994
6/14/1991,6/14/1991,,
9/30/1966,9/30/1966,,
04/04/2006,04/04/2006,abr,2006
5/21/2012,5/21/2012,,
10/04/2012,10/04/2012,abr,2012
2/22/1983,2/22/1983,,
7/19/1995,7/19/1995,,
7/15/2004,7/15/2004,,
6/23/2004,6/23/2004,,
6/16/1999,6/16/1999,,
06/02/1998,06/02/1998,fev,1998
10/20/1997,10/20/1997,,
7/13/2011,7/13/2011,,
02/03/1983,02/03/1983,mar,1983
10/14/2011,10/14/2011,,
07/12/2011,07/12/2011,dez,2011
3/24/2011,3/24/2011,,
04/05/2011,04/05/2011,mai,2011
11/11/2011,11/11/2011,nov,2011
1/13/2010,1/13/2010,,
2/25/2011,2/25/2011,,
07/08/2011,07/08/2011,ago,2011
06/08/2005,06/08/2005,ago,2005
08/02/2012,08/02/2012,fev,2012
05/12/2010,05/12/2010,dez,2010
6/21/2006,6/21/2006,,
08/02/2012,08/02/2012,fev,2012
8/23/2010,8/23/2010,,
7/14/2000,7/14/2000,,
10/03/2000,10/03/2000,mar,2000
08/06/2003,08/06/2003,jun,2003
05/02/1995,05/02/1995,fev,1995
9/15/1995,9/15/1995,,
04/07/1999,04/07/1999,jul,1999
3/26/1984,3/26/1984,,
10/08/2007,10/08/2007,ago,2007
6/29/2009,6/29/2009,,
8/26/1981,8/26/1981,,
9/18/2008,9/18/2008,,
2/28/2008,2/28/2008,,
01/08/1996,01/08/1996,ago,1996
8/18/1986,8/18/1986,,
03/10/2003,03/10/2003,out,2003
04/05/2002,04/05/2002,mai,2002
02/02/2010,02/02/2010,fev,2010
08/06/2009,08/06/2009,jun,2009
2/27/2012,2/27/2012,,
1/16/2007,1/16/2007,,
05/01/2011,05/01/2011,jan,2011
1/31/2006,1/31/2006,,
7/15/2010,7/15/2010,,
12/04/2000,12/04/2000,abr,2000
06/02/2003,06/02/2003,fev,2003
8/20/1985,8/20/1985,,
5/13/1983,5/13/1983,,
9/13/2001,9/13/2001,,
04/05/1989,04/05/1989,mai,1989
06/10/1999,06/10/1999,out,1999
4/29/2009,4/29/2009,,
8/13/2002,8/13/2002,,
10/13/2008,10/13/2008,,
03/10/2011,03/10/2011,out,2011
6/19/2000,6/19/2000,,
6/15/2009,6/15/2009,,
05/10/1991,05/10/1991,out,1991
10/01/2007,10/01/2007,jan,2007
9/18/2008,9/18/2008,,
09/12/2002,09/12/2002,dez,2002
06/06/2003,06/06/2003,jun,2003
4/14/2009,4/14/2009,,
08/04/1992,08/04/1992,abr,1992
6/16/2009,6/16/2009,,
2/14/2007,2/14/2007,,
6/21/2006,6/21/2006,,
3/23/1993,3/23/1993,,
05/08/2012,05/08/2012,ago,2012
8/18/2010,8/18/2010,,
3/15/2010,3/15/2010,,
10/22/2009,10/22/2009,,
10/04/2011,10/04/2011,abr,2011
04/09/1979,04/09/1979,set,1979
11/12/1980,11/12/1980,dez,1980
8/21/2002,8/21/2002,,
1/15/2002,1/15/2002,,
12/17/1984,12/17/1984,,
07/05/2010,07/05/2010,mai,2010
9/23/1998,9/23/1998,,
10/09/2006,10/09/2006,set,2006
12/15/2004,12/15/2004,,
10/16/1986,10/16/1986,,
11/10/1970,11/10/1970,out,1970
4/22/1992,4/22/1992,,
08/06/2010,08/06/2010,jun,2010
10/27/1993,10/27/1993,,
1/23/1992,1/23/1992,,
11/29/1991,11/29/1991,,
08/09/2007,08/09/2007,set,2007
12/27/1999,12/27/1999,,
10/25/2006,10/25/2006,,
2/23/2005,2/23/2005,,
9/28/1999,9/28/1999,,
04/03/2001,04/03/2001,mar,2001
11/24/2006,11/24/2006,,
07/11/1996,07/11/1996,nov,1996
9/19/2005,9/19/2005,,
12/17/2008,12/17/2008,,
10/13/2010,10/13/2010,,
6/28/1994,6/28/1994,,
05/12/2010,05/12/2010,dez,2010
09/08/2003,09/08/2003,ago,2003
7/26/2012,7/26/2012,,
10/02/2007,10/02/2007,fev,2007
6/20/2012,6/20/2012,,
3/21/2012,3/21/2012,,
10/29/1992,10/29/1992,,
1/26/2007,1/26/2007,,
3/31/2011,3/31/2011,,
4/19/1977,4/19/1977,,
10/15/2007,10/15/2007,,
7/19/2010,7/19/2010,,
12/03/1985,12/03/1985,mar,1985
07/02/2001,07/02/2001,fev,2001
6/20/1990,6/20/1990,,
11/17/2010,11/17/2010,,
8/14/1992,8/14/1992,,
05/08/2008,05/08/2008,ago,2008
01/10/2001,01/10/2001,out,2001
09/08/2010,09/08/2010,ago,2010
08/05/2009,08/05/2009,mai,2009
7/18/2007,7/18/2007,,
06/05/2006,06/05/2006,mai,2006
07/09/2008,07/09/2008,set,2008
04/02/1993,04/02/1993,fev,1993
1/24/2012,1/24/2012,,
07/07/2009,07/07/2009,jul,2009
3/22/2011,3/22/2011,,
12/04/2008,12/04/2008,abr,2008
3/27/2012,3/27/2012,,
05/08/2008,05/08/2008,ago,2008
02/05/1996,02/05/1996,mai,1996
8/14/2012,8/14/2012,,
3/17/1983,3/17/1983,,
12/10/2007,12/10/2007,out,2007
3/29/2012,3/29/2012,,
05/06/2002,05/06/2002,jun,2002
03/09/2006,03/09/2006,set,2006
03/04/1991,03/04/1991,abr,1991
8/31/1983,8/31/1983,,
12/22/2011,12/22/2011,,
3/14/2011,3/14/2011,,
11/07/2011,11/07/2011,jul,2011
9/27/2011,9/27/2011,,
1/26/2010,1/26/2010,,
5/13/2011,5/13/2011,,
5/16/2012,5/16/2012,,
12/02/2008,12/02/2008,fev,2008
8/20/2012,8/20/2012,,
11/05/2010,11/05/2010,mai,2010
4/19/2011,4/19/2011,,
5/29/2009,5/29/2009,,
10/31/1985,10/31/1985,,
2/22/2010,2/22/2010,,
3/25/2011,3/25/2011,,
01/12/2011,01/12/2011,dez,2011
09/10/1987,09/10/1987,out,1987
08/03/1993,08/03/1993,mar,1993
4/25/1991,4/25/1991,,
2/23/1977,2/23/1977,,
7/13/2009,7/13/2009,,
8/16/2008,8/16/2008,,
12/06/1985,12/06/1985,jun,1985
3/15/1993,3/15/1993,,
06/08/1983,06/08/1983,ago,1983
11/03/2010,11/03/2010,mar,2010
12/13/1996,12/13/1996,,
8/27/2010,8/27/2010,,
6/29/2011,6/29/2011,,
07/04/1988,07/04/1988,abr,1988
07/04/2012,07/04/2012,abr,2012
07/04/2012,07/04/2012,abr,2012
1/27/2000,1/27/2000,,
7/13/2006,7/13/2006,,
10/22/2002,10/22/2002,,
10/18/2006,10/18/2006,,
10/18/2012,10/18/2012,,
09/01/1980,09/01/1980,jan,1980
3/22/1982,3/22/1982,,
2/21/2001,2/21/2001,,
07/05/2012,07/05/2012,mai,2012
7/17/2010,7/17/2010,,
07/04/2012,07/04/2012,abr,2012
12/05/1996,12/05/1996,mai,1996
12/17/2010,12/17/2010,,
7/16/2010,7/16/2010,,
3/23/2010,3/23/2010,,
5/14/2008,5/14/2008,,
5/24/2011,5/24/2011,,
3/28/2006,3/28/2006,,
10/19/2007,10/19/2007,,
2/16/2007,2/16/2007,,
01/03/1980,01/03/1980,mar,1980
10/24/2007,10/24/2007,,
6/15/2011,6/15/2011,,
09/01/2005,09/01/2005,jan,2005
8/19/2005,8/19/2005,,
05/10/2007,05/10/2007,out,2007
6/22/2005,6/22/2005,,
7/16/1999,7/16/1999,,
12/05/1997,12/05/1997,mai,1997
02/12/1999,02/12/1999,dez,1999
06/08/2011,06/08/2011,ago,2011
6/29/2011,6/29/2011,,
07/09/2003,07/09/2003,set,2003
09/11/1989,09/11/1989,nov,1989
10/04/2011,10/04/2011,abr,2011
05/07/2012,05/07/2012,jul,2012
9/15/1997,9/15/1997,,
06/10/1999,06/10/1999,out,1999
8/25/2011,8/25/2011,,
2/17/1978,2/17/1978,,
12/07/2011,12/07/2011,jul,2011
4/19/2012,4/19/2012,,
8/18/2003,8/18/2003,,
07/05/2012,07/05/2012,mai,2012
12/07/2010,12/07/2010,jul,2010
08/12/2010,08/12/2010,dez,2010
12/16/2010,12/16/2010,,
01/02/1991,01/02/1991,fev,1991
08/01/1992,08/01/1992,jan,1992
08/05/2011,08/05/2011,mai,2011
1/24/1991,1/24/1991,,
6/28/2011,6/28/2011,,
5/17/2010,5/17/2010,,
5/16/2005,5/16/2005,,
03/05/2004,03/05/2004,mai,2004
7/13/2012,7/13/2012,,
2/17/2011,2/17/2011,,
08/04/2010,08/04/2010,abr,2010
1/19/2011,1/19/2011,,
4/17/2006,4/17/2006,,
7/13/2012,7/13/2012,,
11/17/2005,11/17/2005,,
12/03/1993,12/03/1993,mar,1993
01/05/2011,01/05/2011,mai,2011
5/31/2011,5/31/2011,,
10/11/2006,10/11/2006,nov,2006
11/01/2011,11/01/2011,jan,2011
12/14/2010,12/14/2010,,
8/22/1985,8/22/1985,,
8/27/2004,8/27/2004,,
12/12/2011,12/12/2011,dez,2011
03/11/1986,03/11/1986,nov,1986
11/25/2009,11/25/2009,,
09/05/2006,09/05/2006,mai,2006
05/12/2006,05/12/2006,dez,2006
03/04/1994,03/04/1994,abr,1994
09/03/2007,09/03/2007,mar,2007
1/25/2007,1/25/2007,,
10/07/2010,10/07/2010,jul,2010
12/12/2002,12/12/2002,dez,2002
3/29/1996,3/29/1996,,
7/21/2012,7/21/2012,,
6/24/2010,6/24/2010,,
12/18/1990,12/18/1990,,
9/15/2006,9/15/2006,,
12/29/1992,12/29/1992,,
03/09/2000,03/09/2000,set,2000
10/05/2010,10/05/2010,mai,2010
5/24/2012,5/24/2012,,
06/05/2009,06/05/2009,mai,2009
10/23/2008,10/23/2008,,
5/29/1996,5/29/1996,,
04/12/2007,04/12/2007,dez,2007
02/01/1995,02/01/1995,jan,1995
03/02/1988,03/02/1988,fev,1988
02/07/2011,02/07/2011,jul,2011
07/06/2008,07/06/2008,jun,2008
02/09/1995,02/09/1995,set,1995
9/28/1995,9/28/1995,,
10/20/1994,10/20/1994,,
02/03/1995,02/03/1995,mar,1995
04/03/1996,04/03/1996,mar,1996
07/08/1994,07/08/1994,ago,1994
7/17/2004,7/17/2004,,
7/19/2004,7/19/2004,,
8/17/1998,8/17/1998,,
07/04/2003,07/04/2003,abr,2003
05/04/1983,05/04/1983,abr,1983
11/04/2002,11/04/2002,abr,2002
5/18/1999,5/18/1999,,
7/13/2011,7/13/2011,,
7/27/2004,7/27/2004,,
10/22/1987,10/22/1987,,
8/24/2012,8/24/2012,,
1/19/1982,1/19/1982,,
1/21/2009,1/21/2009,,
3/13/2008,3/13/2008,,
11/07/2008,11/07/2008,jul,2008
7/21/1998,7/21/1998,,
06/05/1996,06/05/1996,mai,1996
6/30/2012,6/30/2012,,
3/26/2008,3/26/2008,,
10/07/1999,10/07/1999,jul,1999
09/01/1993,09/01/1993,jan,1993
05/07/2012,05/07/2012,jul,2012
5/25/2010,5/25/2010,,
12/29/2008,12/29/2008,,
10/03/1997,10/03/1997,mar,1997
8/15/2007,8/15/2007,,
3/15/2002,3/15/2002,,
10/22/2010,10/22/2010,,
7/24/1984,7/24/1984,,
12/21/2006,12/21/2006,,
10/09/2003,10/09/2003,set,2003
9/13/2010,9/13/2010,,
08/01/2001,08/01/2001,jan,2001
05/07/2001,05/07/2001,jul,2001
3/25/1987,3/25/1987,,
3/24/1981,3/24/1981,,
09/05/2006,09/05/2006,mai,2006
03/02/2011,03/02/2011,fev,2011
2/23/2006,2/23/2006,,
11/11/2010,11/11/2010,nov,2010
6/22/2007,6/22/2007,,
5/24/1994,5/24/1994,,
6/13/2003,6/13/2003,,
3/28/1984,3/28/1984,,
04/09/2001,04/09/2001,set,2001
04/09/1980,04/09/1980,set,1980
05/09/2002,05/09/2002,set,2002
04/06/1994,04/06/1994,jun,1994
09/12/2005,09/12/2005,dez,2005
4/30/2004,4/30/2004,,
12/09/2010,12/09/2010,set,2010
09/03/2010,09/03/2010,mar,2010
11/06/2009,11/06/2009,jun,2009
04/08/2011,04/08/2011,ago,2011
4/20/2004,4/20/2004,,
4/18/1994,4/18/1994,,
06/03/1994,06/03/1994,mar,1994
11/23/2010,11/23/2010,,
06/05/2007,06/05/2007,mai,2007
9/21/2010,9/21/2010,,
6/27/2001,6/27/2001,,
6/21/2006,6/21/2006,,
03/10/2003,03/10/2003,out,2003
1/18/1991,1/18/1991,,
01/06/2009,01/06/2009,jun,2009
5/30/2012,5/30/2012,,
12/01/1998,12/01/1998,jan,1998
08/01/1995,08/01/1995,jan,1995
2/26/2008,2/26/2008,,
08/12/2008,08/12/2008,dez,2008
10/30/2010,10/30/2010,,
4/26/2005,4/26/2005,,
07/09/2008,07/09/2008,set,2008
11/27/1981,11/27/1981,,
7/23/2001,7/23/2001,,
8/25/1999,8/25/1999,,
4/30/1993,4/30/1993,,
01/01/1979,01/01/1979,jan,1979
11/03/2008,11/03/2008,mar,2008
04/04/1990,04/04/1990,abr,1990
9/23/1999,9/23/1999,,
8/22/1966,8/22/1966,,
3/21/1991,3/21/1991,,
10/09/1974,10/09/1974,set,1974
11/26/1986,11/26/1986,,
09/02/1985,09/02/1985,fev,1985
10/06/1993,10/06/1993,jun,1993
5/14/1981,5/14/1981,,
9/25/1991,9/25/1991,,
6/23/1989,6/23/1989,,
11/05/1982,11/05/1982,mai,1982
3/14/2007,3/14/2007,,
11/13/2006,11/13/2006,,
10/15/2007,10/15/2007,,
2/14/1995,2/14/1995,,
07/07/2010,07/07/2010,jul,2010
12/27/1990,12/27/1990,,
10/05/1988,10/05/1988,mai,1988
9/29/2010,9/29/2010,,
12/13/2006,12/13/2006,,
10/21/2010,10/21/2010,,
4/22/1999,4/22/1999,,
12/12/2011,12/12/2011,dez,2011
5/24/2007,5/24/2007,,
12/01/2006,12/01/2006,jan,2006
12/21/2006,12/21/2006,,
3/23/2012,3/23/2012,,
03/12/2012,03/12/2012,dez,2012
10/24/1990,10/24/1990,,
2/15/2007,2/15/2007,,
1/30/2004,1/30/2004,,
05/10/1989,05/10/1989,out,1989
02/09/2011,02/09/2011,set,2011
7/18/2001,7/18/2001,,
4/26/2011,4/26/2011,,
10/07/1993,10/07/1993,jul,1993
2/26/2009,2/26/2009,,
3/28/1996,3/28/1996,,
2/15/1996,2/15/1996,,
6/18/1997,6/18/1997,,
6/21/2012,6/21/2012,,
08/07/1984,08/07/1984,jul,1984
12/29/2010,12/29/2010,,
10/17/1975,10/17/1975,,
12/02/2008,12/02/2008,fev,2008
08/03/2012,08/03/2012,mar,2012
02/10/2010,02/10/2010,out,2010
02/05/1997,02/05/1997,mai,1997
9/14/2011,9/14/2011,,
7/13/2004,7/13/2004,,
10/31/2011,10/31/2011,,
5/13/2011,5/13/2011,,
9/14/2011,9/14/2011,,
5/24/2011,5/24/2011,,
4/16/2009,4/16/2009,,
6/25/2009,6/25/2009,,
10/26/2010,10/26/2010,,
09/10/2010,09/10/2010,out,2010
03/05/2010,03/05/2010,mai,2010
05/12/2010,05/12/2010,dez,2010
06/01/2010,06/01/2010,jan,2010
3/16/2012,3/16/2012,,
1/24/2012,1/24/2012,,
12/23/2011,12/23/2011,,
2/13/2012,2/13/2012,,
9/30/2011,9/30/2011,,
08/04/2009,08/04/2009,abr,2009
8/27/1996,8/27/1996,,
5/28/1982,5/28/1982,,
1/30/1992,1/30/1992,,
03/09/1999,03/09/1999,set,1999
10/10/2002,10/10/2002,out,2002
5/28/1996,5/28/1996,,
09/01/1989,09/01/1989,jan,1989
9/29/1999,9/29/1999,,
5/30/2011,5/30/2011,,
7/30/1998,7/30/1998,,
10/21/2009,10/21/2009,,
12/15/2000,12/15/2000,,
10/17/1990,10/17/1990,,
01/10/2008,01/10/2008,out,2008
5/21/1999,5/21/1999,,
5/31/2006,5/31/2006,,
8/24/1995,8/24/1995,,
9/20/2011,9/20/2011,,
7/20/2011,7/20/2011,,
07/05/2012,07/05/2012,mai,2012
10/16/1997,10/16/1997,,
2/17/2010,2/17/2010,,
9/13/2004,9/13/2004,,
10/03/2005,10/03/2005,mar,2005
07/04/2012,07/04/2012,abr,2012
07/04/2012,07/04/2012,abr,2012
07/05/2012,07/05/2012,mai,2012
4/27/2010,4/27/2010,,
10/11/2007,10/11/2007,nov,2007
7/29/2011,7/29/2011,,
05/11/2006,05/11/2006,nov,2006
6/13/2005,6/13/2005,,
08/03/2011,08/03/2011,mar,2011
12/16/1994,12/16/1994,,
12/27/2005,12/27/2005,,
8/23/2005,8/23/2005,,
7/19/2002,7/19/2002,,
7/18/2011,7/18/2011,,
08/10/2006,08/10/2006,out,2006
5/24/2007,5/24/2007,,
7/28/2005,7/28/2005,,
7/22/2011,7/22/2011,,
08/03/2011,08/03/2011,mar,2011
2/29/2000,2/29/2000,,
07/03/2012,07/03/2012,mar,2012
7/19/2011,7/19/2011,,
6/18/2003,6/18/2003,,
07/03/2012,07/03/2012,mar,2012
05/05/2003,05/05/2003,mai,2003
11/27/1998,11/27/1998,,
10/21/1999,10/21/1999,,
11/05/1999,11/05/1999,mai,1999
2/21/2003,2/21/2003,,
07/07/2003,07/07/2003,jul,2003
8/24/2011,8/24/2011,,
4/13/2000,4/13/2000,,
01/01/1997,01/01/1997,jan,1997
9/15/1994,9/15/1994,,
12/03/2004,12/03/2004,mar,2004
12/05/2011,12/05/2011,mai,2011
07/07/2011,07/07/2011,jul,2011
8/22/2005,8/22/2005,,
5/27/2003,5/27/2003,,
10/07/2003,10/07/2003,jul,2003
11/20/1997,11/20/1997,,
5/15/2012,5/15/2012,,
07/05/2012,07/05/2012,mai,2012
4/17/2012,4/17/2012,,
07/07/2011,07/07/2011,jul,2011
04/07/2011,04/07/2011,jul,2011
06/04/2008,06/04/2008,abr,2008
3/24/2010,3/24/2010,,
6/13/2005,6/13/2005,,
07/10/2004,07/10/2004,out,2004
2/23/2011,2/23/2011,,
10/04/2007,10/04/2007,abr,2007
05/06/2008,05/06/2008,jun,2008
08/04/2008,08/04/2008,abr,2008
6/14/2006,6/14/2006,,
5/18/2010,5/18/2010,,
4/23/2004,4/23/2004,,
4/16/2008,4/16/2008,,
6/17/2005,6/17/2005,,
9/23/2011,9/23/2011,,
07/06/2012,07/06/2012,jun,2012
6/28/1990,6/28/1990,,
07/12/2012,07/12/2012,dez,2012
3/21/2012,3/21/2012,,
02/08/2010,02/08/2010,ago,2010
7/16/2012,7/16/2012,,
12/04/2009,12/04/2009,abr,2009
4/23/1990,4/23/1990,,
02/01/2011,02/01/2011,jan,2011
11/11/1983,11/11/1983,nov,1983
08/04/2010,08/04/2010,abr,2010
10/07/1992,10/07/1992,jul,1992
05/11/2005,05/11/2005,nov,2005
3/19/1971,3/19/1971,,
11/19/1992,11/19/1992,,
7/18/2012,7/18/2012,,
7/19/2012,7/19/2012,,
11/24/1997,11/24/1997,,
4/23/2010,4/23/2010,,
4/16/2007,4/16/2007,,
02/03/1999,02/03/1999,mar,1999
4/18/1991,4/18/1991,,
04/07/1998,04/07/1998,jul,1998
12/01/2010,12/01/2010,jan,2010
3/20/2006,3/20/2006,,
5/26/2011,5/26/2011,,
02/09/2012,02/09/2012,set,2012
09/11/1998,09/11/1998,nov,1998
5/20/2012,5/20/2012,,
06/11/2012,06/11/2012,nov,2012
03/09/2001,03/09/2001,set,2001
06/12/2012,06/12/2012,dez,2012
9/16/2009,9/16/2009,,
4/27/2010,4/27/2010,,
12/29/1975,12/29/1975,,
12/14/2001,12/14/2001,,
09/09/2010,09/09/2010,set,2010
01/09/2000,01/09/2000,set,2000
3/30/2011,3/30/2011,,
03/07/1996,03/07/1996,jul,1996
5/24/1995,5/24/1995,,
5/26/1998,5/26/1998,,
01/08/1999,01/08/1999,ago,1999
7/19/2004,7/19/2004,,
08/11/2003,08/11/2003,nov,2003
6/20/2000,6/20/2000,,
1/13/1998,1/13/1998,,
06/03/1986,06/03/1986,mar,1986
03/10/1989,03/10/1989,out,1989
7/14/2011,7/14/2011,,
07/08/2011,07/08/2011,ago,2011
11/16/2010,11/16/2010,,
07/09/2008,07/09/2008,set,2008
11/28/2011,11/28/2011,,
8/19/2008,8/19/2008,,
06/01/1990,06/01/1990,jan,1990
2/25/1999,2/25/1999,,
3/15/2012,3/15/2012,,
6/17/2002,6/17/2002,,
3/18/1967,3/18/1967,,
3/22/2010,3/22/2010,,
8/29/1996,8/29/1996,,
05/02/2007,05/02/2007,fev,2007
10/17/2003,10/17/2003,,
3/24/2009,3/24/2009,,
04/09/2012,04/09/2012,set,2012
01/05/2005,01/05/2005,mai,2005
11/06/1996,11/06/1996,jun,1996
4/18/1998,4/18/1998,,
7/19/2002,7/19/2002,,
11/19/2003,11/19/2003,,
08/12/1992,08/12/1992,dez,1992
02/09/2010,02/09/2010,set,2010
5/16/2006,5/16/2006,,
07/02/2004,07/02/2004,fev,2004
4/17/2008,4/17/2008,,
11/22/1993,11/22/1993,,
10/05/1992,10/05/1992,mai,1992
09/08/2009,09/08/2009,ago,2009
02/03/2003,02/03/2003,mar,2003
9/22/2009,9/22/2009,,
12/05/2000,12/05/2000,mai,2000
03/10/1978,03/10/1978,out,1978
4/28/1967,4/28/1967,,
1/23/1987,1/23/1987,,
9/17/1991,9/17/1991,,
11/16/1998,11/16/1998,,
01/05/1982,01/05/1982,mai,1982
07/11/2001,07/11/2001,nov,2001
2/27/1978,2/27/1978,,
3/28/2011,3/28/2011,,
2/20/2004,2/20/2004,,
3/20/1992,3/20/1992,,
11/04/2008,11/04/2008,abr,2008
9/24/2009,9/24/2009,,
2/18/2011,2/18/2011,,
3/26/2010,3/26/2010,,
04/08/2011,04/08/2011,ago,2011
03/09/2010,03/09/2010,set,2010
8/28/2008,8/28/2008,,
03/04/2011,03/04/2011,abr,2011
8/24/2009,8/24/2009,,
11/18/2010,11/18/2010,,
8/16/2010,8/16/2010,,
8/13/1996,8/13/1996,,
07/07/2008,07/07/2008,jul,2008
2/17/2011,2/17/2011,,
2/18/2010,2/18/2010,,
5/18/2011,5/18/2011,,
12/10/1987,12/10/1987,out,1987
8/25/2010,8/25/2010,,
11/11/1986,11/11/1986,nov,1986
